"Hand #","Date","Stake","My C Won","Final Hand","Hole Cards","Flop","Winner","Position","PF Act","F Act","T Act","R Act","Showdown","Bet PF","Bet F","Bet T","Bet R","Flop Donk","Flop Float","Turn Donk","Turn Float","Turn Probe","River Donk","River Float","River Probe","Flop Call","Turn Call","River Call","Hole Cards Text","Flop Text","Turn Text","River Text"
"19334641692","2019/12/15  2:22 pm","€0.04 NL (6 max)","-€0.12","(folded flop)","10100000","31304","SoOpa LovA","MP","C","F","","","false","€0.12","€0.00","€0.00","€0.00","","","","","","","","","false","","","10h 10c  ","3c Kd 4d","2h","Jd"
"19334631458","2019/12/15  2:18 pm","€0.04 NL (6 max)","-€0.71","(folded turn)","6050000","51110","SoOpa LovA","SB","R","B","XF","","false","€0.36","€0.35","€0.00","€0.00","","","","","","","","","","false","","6d 5d  ","5c Js 10s","9c",""
"19334630053","2019/12/15  2:18 pm","€0.04 NL (6 max)","-€0.04","(folded turn)","4020000","50911","Foo Fighters","BB","X","X","F","","false","€0.04","€0.00","€0.00","€0.00","","","","","","","","","","false","","4s 2c  ","5c 9c Js","6h",""
"19334626949","2019/12/15  2:17 pm","€0.04 NL (6 max)","-€0.12","(folded flop)","14040000","81207","hardennes4208","EP","R","XF","","","false","€0.12","€0.00","€0.00","€0.00","","","","","","","","","false","","","Ah 4h  ","8d Qd 7c","",""
"19334616277","2019/12/15  2:13 pm","€0.04 NL (6 max)","-€0.24","(folded river)","11070000","71210","mabab","CO","R","B","X","XF","false","€0.12","€0.12","€0.00","€0.00","","","","","","","","","","","false","Js 7s  ","7h Qs 10h","Ad","4s"
"19334610030","2019/12/15  2:11 pm","€0.04 NL (6 max)","-€0.71","Two Pair, Kings and Jacks","13120000","91306","mcamajtg","SB","C","X","B","B","true","€0.12","€0.00","€0.22","€0.37","false","","","","true","","","","","","","Kc Qh  ","9d Kd 6c","Jd","Js"
"19334605344","2019/12/15  2:10 pm","€0.04 NL (6 max)","-€1.32","(folded river)","10100000","40807","mcamajtg","BB","R","B","XC","XF","false","€0.30","€0.38","€0.64","€0.00","","","","","","false","","","","true","false","10c 10s  ","4d 8s 7h","Kh","2h"
"19334595447","2019/12/15  2:06 pm","€0.04 NL (6 max)","-€0.10","(folded turn)","12030000","31406","maccam97","BTN","R","X","F","","false","€0.10","€0.00","€0.00","€0.00","","","","","","","","","","false","","Qs 3s  ","3h Ad 6d","5h",""
"19334588231","2019/12/15  2:04 pm","€0.04 NL (6 max)","€1.04","(did not show hand)","12110000","141110","Radames06","BB","C","XC","XC","XR","false","€0.08","€0.08","€0.32","€2.00","false","","false","","","false","","","true","true","false","Qh Jh  ","As Jc 10h","3h","Kc"
"19334582571","2019/12/15  2:02 pm","€0.04 NL (6 max)","€0.11","(did not show hand)","14030000","31409","Radames06","BTN","R","B","","","false","€0.10","€0.12","€0.00","€0.00","","","","","","","","","","","","Ac 3c  ","3d As 9s","",""
"19334580158","2019/12/15  2:01 pm","€0.04 NL (6 max)","-€0.16","(folded flop)","13090000","110305","maccam97","BB","R","XF","","","false","€0.16","€0.00","€0.00","€0.00","","","","","","","","","false","","","Kh 9d  ","Jc 3h 5c","",""
"19334576287","2019/12/15  1:59 pm","€0.04 NL (6 max)","€0.42","Straight, Five High","14030000","40210","Radames06","BTN","R","B","B","X","true","€0.10","€0.10","€0.26","€0.00","","","","","","","","","","","","As 3d  ","4c 2d 10d","5h","Qd"
"19334572695","2019/12/15  1:57 pm","€0.04 NL (6 max)","€0.13","(did not show hand)","14110000","80907","Radames06","BB","C","X","B","","false","€0.12","€0.00","€0.12","€0.00","false","","","","true","","","","","","","Ah Js  ","8h 9h 7h","9s",""
"19334571543","2019/12/15  1:57 pm","€0.04 NL (6 max)","€0.10","(did not show hand)","12070000","30311","Radames06","BB","C","B","","","false","€0.11","€0.10","€0.00","€0.00","","true","","","","","","","","","","Qc 7c  ","3s 3c Jh","",""
"19334570093","2019/12/15  1:56 pm","€0.04 NL (6 max)","€0.16","(did not show hand)","13120000","70603","Radames06","CO","R","X","B","","false","€0.12","€0.00","€0.14","€0.00","","","","","","","","","","","","Ks Qc  ","7d 6s 3s","10s",""
"19334563967","2019/12/15  1:54 pm","€0.04 NL (6 max)","€0.15","(did not show hand)","12110000","141208","Radames06","SB","C","X","B","","false","€0.12","€0.00","€0.16","€0.00","false","","","","true","","","","","","","Qh Jh  ","Ac Qc 8c","4h",""
"19334563146","2019/12/15  1:53 pm","€0.04 NL (6 max)","€0.86","One Pair, Tens","10100000","110803","Radames06","BTN","RC","","","","true","€0.97","€0.00","€0.00","€0.00","","","","","","","","","","","","10c 10h  ","Jd 8c 3h","Kc","4s"
"19334561142","2019/12/15  1:52 pm","€0.04 NL (6 max)","€0.24","One Pair, Jacks","12110000","60503","Radames06","BB","C","X","X","X","true","€0.12","€0.00","€0.00","€0.00","false","","","","false","","","","","","","Qd Jc  ","6c 5h 3d","Ks","Js"
"19334557295","2019/12/15  1:51 pm","€0.04 NL (6 max)","€1.63","Two Pair, Eights and Sevens","8070000","20807","Radames06","EP","R","B","B","B","true","€0.12","€0.18","€0.62","€0.89","","","","","","","","","","","","8h 7h  ","2h 8c 7c","5d","As"
"19334546254","2019/12/15  1:47 pm","€0.04 NL (6 max)","€0.13","(did not show hand)","14040000","101104","Radames06","CO","R","B","","","false","€0.12","€0.12","€0.00","€0.00","","","","","","","","","","","","Ac 4c  ","10c Jd 4s","",""
"19334539710","2019/12/15  1:45 pm","€0.04 NL (6 max)","-€0.34","One Pair, Threes","10090000","30312","fistinfish","BB","C","X","XC","X","true","€0.14","€0.00","€0.20","€0.00","false","","","","false","false","","","","true","","10d 9d  ","3h 3d Qd","Kh","5h"
"19334536483","2019/12/15  1:43 pm","€0.04 NL (6 max)","-€0.10","(folded river)","10090000","81413","RebeustAAck","BTN","R","X","X","F","false","€0.10","€0.00","€0.00","€0.00","","","","","","","","","","","false","10d 9d  ","8c Ac Ks","Qd","4d"
"19334532835","2019/12/15  1:42 pm","€0.04 NL (6 max)","€0.06","Two Pair, Tens and Fives","11050000","101013","Radames06","BB","X","X","X","X","true","€0.04","€0.00","€0.00","€0.00","","","","","","","","","","","","Jc 5d  ","10s 10h Kc","7d","5h"
"19334528332","2019/12/15  1:40 pm","€0.04 NL (6 max)","€1.14","Flush, Seven High","6050000","20311","Radames06","BTN","C","C","C","C","true","€0.11","€0.24","€0.53","€0.37","","","","","","","","","true","true","true","6d 5d  ","2d 3d Jc","8c","7d"
"19334527422","2019/12/15  1:40 pm","€0.04 NL (6 max)","€0.20","(did not show hand)","13030000","120609","Radames06","BTN","R","B","","","false","€0.16","€0.11","€0.00","€0.00","","","","","","","","","","","","Ks 3s  ","Qs 6c 9s","",""
"19334516675","2019/12/15  1:36 pm","€0.04 NL (6 max)","€0.20","(did not show hand)","12050000","60807","Radames06","BTN","R","B","","","false","€0.16","€0.14","€0.00","€0.00","","","","","","","","","","","","Qc 5c  ","6s 8d 7d","",""
"19334325590","2019/12/15 12:19 pm","€0.04 NL (6 max)","-€0.20","One Pair, Jacks","12100000","110907","finalpulse","BTN","R","B","X","X","true","€0.10","€0.10","€0.00","€0.00","","","","","","","","","","","","Qs 10s  ","Jd 9c 7s","Jh","5d"
"19334321884","2019/12/15 12:18 pm","€0.04 NL (6 max)","€0.18","(did not show hand)","14120000","80513","Radames06","SB","R","B","","","false","€0.16","€0.14","€0.00","€0.00","","","","","","","","","","","","Ac Qs  ","8c 5s Kd","",""
"19334315176","2019/12/15 12:15 pm","€0.04 NL (6 max)","€0.15","(did not show hand)","4040000","51212","Radames06","MP","R","B","","","false","€0.12","€0.20","€0.00","€0.00","","","","","","","","","","","","4c 4s  ","5h Qc Qd","",""
"19334310655","2019/12/15 12:13 pm","€0.04 NL (6 max)","-€0.16","(folded flop)","13100000","70302","bouliste03","BB","R","XF","","","false","€0.16","€0.00","€0.00","€0.00","","","","","","","","","false","","","Kc 10d  ","7h 3s 2d","",""
"19334302309","2019/12/15 12:10 pm","€0.04 NL (6 max)","€0.49","One Pair, Aces","14110000","140910","Radames06","MP","R","B","X","B","true","€0.12","€0.12","€0.00","€0.25","","","","","","","","","","","","Ad Js  ","As 9c 10s","2h","Qd"
"19334301121","2019/12/15 12:09 pm","€0.04 NL (6 max)","€0.16","(did not show hand)","14100000","101106","Radames06","CO","R","B","","","false","€0.12","€0.14","€0.00","€0.00","","","","","","","","","","","","Ac 10d  ","10s Jh 6s","",""
"19334299050","2019/12/15 12:08 pm","€0.04 NL (6 max)","-€0.30","(folded flop)","11090000","30214","bouliste03","SB","R","BF","","","false","€0.16","€0.14","€0.00","€0.00","","","","","","","","","false","","","Jd 9s  ","3d 2s Ac","",""
"19334297027","2019/12/15 12:07 pm","€0.04 NL (6 max)","-€0.22","High Card, Ace","13100000","31402","GTO_777","MP","R","B","X","X","true","€0.12","€0.10","€0.00","€0.00","","","","","","","","","","","","Kd 10d  ","3d Ah 2s","4s","Qc"
"19334281248","2019/12/15 12:01 pm","€0.04 NL (6 max)","€0.54","(did not show hand)","12050000","30411","Radames06","BTN","R","C","C","B","false","€0.10","€0.14","€0.27","€0.70","","","","","","","","","true","true","","Qs 5s  ","3c 4s Js","Ks","Qc"
"19334279515","2019/12/15 12:00 pm","€0.04 NL (6 max)","€2.95","Full House, Aces full of Queens","14030000","141413","Radames06","SB","R","B","B","B","true","€0.12","€0.16","€0.62","€2.52","","","","","","","","","","","","As 3d  ","Ad Ac Kd","Qh","Qs"
"19334275357","2019/12/15 11:57 am","€0.04 NL (6 max)","€0.51","Flush, King High","13110000","91212","Radames06","MP","R","B","X","B","true","€0.12","€0.10","€0.00","€0.30","","","","","","","","","","","","Kc Jc  ","9c Qh Qc","9h","2c"
"19334274338","2019/12/15 11:57 am","€0.04 NL (6 max)","-€0.10","Two Pair, Fives and Twos","11080000","20705","Umbrela","BTN","R","X","X","X","true","€0.10","€0.00","€0.00","€0.00","","","","","","","","","","","","Jd 8h  ","2s 7s 5s","5h","2c"
"19334271136","2019/12/15 11:55 am","€0.04 NL (6 max)","€0.72","(did not show hand)","8060000","81206","Radames06","BTN","R","R","B","","false","€0.10","€0.30","€0.40","€0.00","","","","","","","","","false","","","8c 6c  ","8d Qs 6s","Ks",""
"19334270664","2019/12/15 11:55 am","€0.04 NL (6 max)","-€0.04","(folded turn)","2020000","110814","bouliste03","BB","X","X","F","","false","€0.04","€0.00","€0.00","€0.00","","","","","","","","","","false","","2s 2h  ","Jd 8s Ac","Kh","Ks"
"19334255557","2019/12/15 11:48 am","€0.04 NL (6 max)","€4.01","Two Pair, Kings and Sixes","13130000","60406","Radames06","EP","R","R","B","X","true","€0.12","€1.00","€2.15","€0.00","","","","","","","","","false","","","Kh Kc  ","6c 4s 6d","2s","7d"
"19334255015","2019/12/15 11:47 am","€0.04 NL (6 max)","-€0.04","(folded flop)","4030000","141204","babao444","BB","X","F","","","false","€0.04","€0.00","€0.00","€0.00","","","","","","","","","false","","","4d 3h  ","Ac Qs 4s","",""
"19334252017","2019/12/15 11:46 am","€0.04 NL (6 max)","-€0.66","One Pair, Nines","9090000","51102","fifi88","CO","R","XC","X","B","true","€0.12","€0.14","€0.00","€0.40","","","false","","","","","","true","","","9h 9d  ","5s Jd 2d","Kc","6h"
"19334249756","2019/12/15 11:45 am","€0.04 NL (6 max)","-€0.76","(folded flop)","10100000","130306","Dem0nFish","BTN","R","BF","","","false","€0.38","€0.38","€0.00","€0.00","","","","","","","","","false","","","10d 10s  ","Kd 3h 6c","",""
"19334247449","2019/12/15 11:44 am","€0.04 NL (6 max)","-€0.16","(folded turn)","12090000","61304","Dem0nFish","BB","C","X","F","","false","€0.16","€0.00","€0.00","€0.00","","false","","","","","","","","false","","Qs 9h  ","6s Kd 4h","5s",""
"19334244622","2019/12/15 11:43 am","€0.04 NL (6 max)","-€0.12","(folded flop)","2020000","61112","fifi88","EP","R","XF","","","false","€0.12","€0.00","€0.00","€0.00","","","","","","","","","false","","","2c 2s  ","6h Jc Qs","3s","Qh"
"19334242089","2019/12/15 11:42 am","€0.04 NL (6 max)","€0.20","(did not show hand)","13040000","30902","Radames06","BTN","R","B","","","false","€0.16","€0.18","€0.00","€0.00","","","","","","","","","","","","Kd 4d  ","3d 9s 2d","",""
"19334241150","2019/12/15 11:41 am","€0.04 NL (6 max)","€0.16","(did not show hand)","11100000","20804","Radames06","CO","R","X","B","","false","€0.12","€0.00","€0.10","€0.00","","","","","","","","","","","","Jc 10s  ","2d 8c 4s","9s",""
"19334234417","2019/12/15 11:38 am","€0.04 NL (6 max)","-€0.04","(folded river)","9030000","121410","fifi88","BB","X","X","X","XF","false","€0.04","€0.00","€0.00","€0.00","","","","","","","","","","","false","9d 3s  ","Qs Ac 10d","6s","4s"
"19334233519","2019/12/15 11:38 am","€0.04 NL (6 max)","€0.20","(did not show hand)","13110000","70802","Radames06","CO","R","C","B","","false","€0.12","€0.08","€0.13","€0.00","","","","","","","","","true","","","Kh Js  ","7d 8s 2d","Kc",""
"19334231029","2019/12/15 11:36 am","€0.04 NL (6 max)","€3.95","Two Pair, Queens and Fours","12120000","90403","Radames06","CO","RR","R","","","true","€1.50","€3.58","€0.00","€0.00","","","","","","","","","false","","","Qd Qc  ","9c 4h 3c","4s","Js"
"19334228753","2019/12/15 11:35 am","€0.04 NL (6 max)","-€0.04","(folded turn)","10070000","140403","bouliste03","BB","X","X","XF","","false","€0.04","€0.00","€0.00","€0.00","","","","","","","","","","false","","10c 7s  ","Ah 4d 3s","6c",""
"19334228743","2019/12/15 11:35 am","€0.04 NL (6 max)","€0.36","Two Pair, Tens and Eights","10080000","120709","Radames06","BTN","R","B","B","X","true","€0.10","€0.08","€0.19","€0.00","","","","","","","","","","","","10c 8d  ","Qs 7d 9c","10s","8s"
"19334219935","2019/12/15 11:31 am","€0.04 NL (6 max)","-€0.16","(folded flop)","14100000","50907","ValuOuPas","BTN","R","F","","","false","€0.16","€0.00","€0.00","€0.00","","","","","","","","","false","","","As 10s  ","5d 9c 7c","",""
"19334217431","2019/12/15 11:30 am","€0.04 NL (6 max)","€0.37","One Pair, Aces","14100000","41314","Radames06","BTN","R","B","X","C","true","€0.10","€0.10","€0.00","€0.20","","","","","","","","","","","true","Ac 10s  ","4s Kc Ad","7c","8h"
"19334215136","2019/12/15 11:29 am","€0.04 NL (6 max)","€0.11","(did not show hand)","5030000","31002","Radames06","BB","X","X","B","B","false","€0.04","€0.00","€0.06","€0.04","","","","","","","","","","","","5s 3c  ","3h 10h 2h","4c","9c"
"19334071307","2019/12/15 10:12 am","€0.04 NL (6 max)","€0.16","(did not show hand)","11110000","81003","Radames06","CO","R","B","","","false","€0.12","€0.20","€0.00","€0.00","","","","","","","","","","","","Jc Js  ","8c 10s 3d","",""
"19334068381","2019/12/15 10:10 am","€0.04 NL (6 max)","-€0.04","One Pair, Sevens","14040000","71005","STAN-64","BB","X","X","X","X","true","€0.04","€0.00","€0.00","€0.00","","","","","","","","","","","","Ah 4d  ","7s 10c 5d","7c","Kc"
"19334065742","2019/12/15 10:09 am","€0.04 NL (6 max)","€0.02","Two Pair, Aces and Sixes","14090000","60610","[Split Pot]","SB","C","X","X","B","true","€0.06","€0.00","€0.00","€0.17","false","","","","false","","","","","","","Ad 9d  ","6d 6h 10h","4c","Ac"
"19334064425","2019/12/15 10:08 am","€0.04 NL (6 max)","€1.36","Two Pair, Kings and Nines","13060000","30613","Radames06","BB","C","X","C","C","true","€0.12","€0.00","€0.34","€0.98","false","","","","","","","","","true","true","Kd 6d  ","3s 6s Kh","9c","9d"
"19334061968","2019/12/15 10:06 am","€0.04 NL (6 max)","-€0.48","(folded river)","14120000","81103","hardennes4208","CO","R","B","B","XF","false","€0.12","€0.12","€0.24","€0.00","","","","","","","","","","","false","Ac Qs  ","8c Jc 3s","6d","5d"
"19334060232","2019/12/15 10:05 am","€0.04 NL (6 max)","-€0.12","High Card, Queen","12100000","41105","pm4500","CO","R","X","X","X","true","€0.12","€0.00","€0.00","€0.00","","","","","","","","","","","","Qd 10s  ","4h Jd 5c","3d","7h"
"19334059533","2019/12/15 10:04 am","€0.04 NL (6 max)","-€0.16","One Pair, Tens","12090000","20310","SRITATHATA","BTN","R","X","X","X","true","€0.16","€0.00","€0.00","€0.00","","","","","","","","","","","","Qh 9d  ","2s 3h 10h","10s","Ks"
"19334057970","2019/12/15 10:03 am","€0.04 NL (6 max)","€0.17","One Pair, Eights","10080000","80711","Radames06","BB","C","X","X","X","true","€0.08","€0.00","€0.00","€0.00","false","","","","false","","","","","","","10s 8s  ","8h 7h Js","3h","5s"
"19334055986","2019/12/15 10:02 am","€0.04 NL (6 max)","-€0.12","(folded flop)","4040000","21308","hardennes4208","MP","R","XF","","","false","€0.12","€0.00","€0.00","€0.00","","","","","","","","","false","","","4c 4s  ","2s Kh 8h","",""
"19334055326","2019/12/15 10:01 am","€0.04 NL (6 max)","-€0.12","(folded flop)","12100000","60905","pm4500","CO","R","F","","","false","€0.12","€0.00","€0.00","€0.00","","","","","","","","","false","","","Qh 10s  ","6s 9c 5d","",""
"19334053725","2019/12/15 10:00 am","€0.04 NL (6 max)","-€0.12","(folded turn)","14110000","50206","Minato50Syl","BTN","C","X","F","","false","€0.12","€0.00","€0.00","€0.00","","false","","","","","","","","false","","Ad Js  ","5h 2h 6s","4c",""
"19334053366","2019/12/15 10:00 am","€0.04 NL (6 max)","-€0.04","(folded flop)","12070000","110803","pm4500","BB","X","XF","","","false","€0.04","€0.00","€0.00","€0.00","","","","","","","","","false","","","Qh 7s  ","Js 8d 3h","",""
"19334051417","2019/12/15  9:58 am","€0.04 NL (6 max)","€0.22","(did not show hand)","10090000","121007","Radames06","BTN","R","B","B","","false","€0.10","€0.10","€0.21","€0.00","","","","","","","","","","","","10d 9d  ","Qh 10c 7c","5c",""
"19334045011","2019/12/15  9:53 am","€0.04 NL (6 max)","-€0.10","(folded flop)","14080000","51312","Minato50Syl","BB","C","XF","","","false","€0.10","€0.00","€0.00","€0.00","false","","","","","","","","false","","","Ad 8c  ","5c Kh Qs","",""
"19334044878","2019/12/15  9:53 am","€0.04 NL (6 max)","-€0.04","(folded flop)","2020000","101307","pm4500","BTN","C","F","","","false","€0.04","€0.00","€0.00","€0.00","","","","","","","","","false","","","2s 2h  ","10c Kd 7s","",""
"19334043561","2019/12/15  9:52 am","€0.04 NL (6 max)","-€0.12","(folded flop)","7070000","110603","GTO_777","SB","C","XF","","","false","€0.12","€0.00","€0.00","€0.00","false","","","","","","","","false","","","7d 7c  ","Jd 6h 3s","Qh","7s"
"19334040078","2019/12/15  9:50 am","€0.04 NL (6 max)","-€0.12","(folded flop)","14020000","71005","SRITATHATA","EP","R","F","","","false","€0.12","€0.00","€0.00","€0.00","","","","","","","","","false","","","As 2s  ","7d 10d 5c","",""
"19334038719","2019/12/15  9:49 am","€0.04 NL (6 max)","€0.20","(did not show hand)","12080000","140402","Radames06","BTN","R","X","B","","false","€0.16","€0.00","€0.18","€0.00","","","","","","","","","","","","Qc 8c  ","Ad 4h 2s","8h",""
"19334036334","2019/12/15  9:47 am","€0.04 NL (6 max)","-€0.26","(folded river)","13120000","40314","pm4500","BB","R","B","X","XF","false","€0.16","€0.10","€0.00","€0.00","","","","","","","","","","","false","Kc Qc  ","4c 3h Ah","7s","Jd"
"19334033756","2019/12/15  9:45 am","€0.04 NL (6 max)","-€1.05","Two Pair, Queens and Fours","13120000","51112","pm4500","BTN","CC","C","C","X","true","€0.20","€0.29","€0.56","€0.00","","","","","","","false","","true","true","","Kc Qd  ","5h Js Qs","4c","4h"
"19334032342","2019/12/15  9:44 am","€0.04 NL (6 max)","-€0.20","(folded flop)","14100000","141207","SRITATHATA","SB","R","BF","","","false","€0.12","€0.08","€0.00","€0.00","","","","","","","","","false","","","Ah 10c  ","Ac Qs 7c","",""
"19334030423","2019/12/15  9:43 am","€0.04 NL (6 max)","€0.40","Two Pair, Aces and Kings","14130000","91307","Radames06","CO","R","B","B","X","true","€0.12","€0.12","€0.20","€0.00","","","","","","","","","","","","As Kc  ","9s Kh 7c","Ac","Jd"
